Genesymbol,degree
SCLY,589
SCMH1,145
SCML1,99
SCML2,246
SCML4,433
SCN10A,681
SCN11A,1008
SCN1A,578
SCN1B,173
SCN2A,835
SCN2B,239
SCN3A,377
SCN3B,233
SCN4A,587
SCN4B,126
SCN5A,658
SCN7A,83
SCN8A,744
SCN9A,540
SCNM1,87
SCNN1A,233
SCNN1B,225
SCNN1D,52
SCNN1G,280
SCO1,247
SCO2,407
SCOC,36
SCP2,303
SCP2D1,716
SCPEP1,487
SCRG1,30
SCRIB,2377
SCRN1,23
SCRN2,46
SCRN3,168
SCRT2,104
SCT,481
SCTR,261
SCUBE1,39
SCUBE2,326
SCUBE3,328
SCYL1,143
SCYL2,357
SCYL3,379
SDAD1,780
SDC1,775
SDC2,468
SDC3,228
SDC4,363
SDCBP,285
SDCBP2,36
SDCCAG8,200
SDE2,231
SDF2,109
SDF2L1,166
SDF4,321
SDHA,1107
SDHAF1,100
SDHAF2,141
SDHAF3,98
SDHAF4,36
SDHB,1048
SDHC,1673
SDHD,796
SDK1,122
SDK2,87
SDR16C5,628
SDR39U1,124
SDR42E1,530
SDR9C7,170
SDS,528
SDSL,817
SEC11A,965
SEC11C,871
SEC13,845
SEC14L1,840
SEC14L3,317
SEC14L4,254
SEC14L5,345
SEC14L6,237
SEC16A,224
SEC16B,171
SEC22A,508
SEC22C,481
SEC23A,874
SEC23B,819
SEC23IP,188
SEC24A,516
SEC24B,760
SEC24C,496
SEC24D,481
SEC31A,457
SEC31B,416
SEC61A1,1355
SEC61A2,1119
SEC61B,498
SEC61G,437
SEC62,343
SEC63,729
SECISBP2,835
SECISBP2L,254
SECTM1,56
SEH1L,275
SEL1L,619
SEL1L2,748
SEL1L3,358
SELE,1331
SELENBP1,100
SELENOF,270
SELENOH,91
SELENOI,231
SELENOK,68
SELENOM,54
SELENON,130
SELENOO,187
SELENOP,175
SELENOS,531
SELENOT,180
SELENOV,219
SELENOW,64
SELL,1125
SELP,824
SELPLG,733
SEM1,759
SEMA3A,629
SEMA3C,268
SEMA3D,189
SEMA3E,225
SEMA3F,304
SEMA3G,170
SEMA4A,337
SEMA4B,170
SEMA4C,203
SEMA4D,472
SEMA4F,239
SEMA4G,164
SEMA5A,377
SEMA5B,250
SEMA6A,568
SEMA6C,206
SEMA6D,222
SEMA7A,340
SEMG1,142
SEMG2,68
SENP1,426
SENP2,282
SENP3,497
SENP5,829
SENP6,1163
SENP7,800
SENP8,114
SEPHS1,243
SEPSECS,831
SEPT10,398
SEPT11,439
SEPT12,973
SEPT14,693
SEPT2,685
SEPT3,303
SEPT4,554
SEPT5,580
SEPT6,615
SEPT7,773
SEPT8,415
SEPT9,354
SERAC1,50
SERBP1,436
SERF1A,79
SERF1B,75
SERF2,45
SERGEF,256
SERHL2,526
SERINC1,203
SERINC2,48
SERINC3,870
SERINC4,63
SERP1,177
SERP2,68
SERPINA1,1279
SERPINA10,363
SERPINA11,326
SERPINA12,289
SERPINA3,586
SERPINA4,637
SERPINA5,748
SERPINA6,307
SERPINA7,516
SERPINA9,218
SERPINB1,1045
SERPINB10,237
SERPINB12,262
SERPINB13,289
SERPINB2,654
SERPINB3,359
SERPINB4,317
SERPINB5,736
SERPINB6,964
SERPINB7,332
SERPINB8,309
SERPINB9,346
SERPINC1,931
SERPIND1,476
SERPINE1,1503
SERPINE2,641
SERPINE3,218
SERPINF1,398
SERPINF2,966
SERPING1,477
SERPINH1,634
SERPINI1,293
SERPINI2,237
SERTAD1,58
SERTAD2,27
SERTAD3,63
SERTAD4,48
SERTM1,23
SESN1,127
SESN2,192
SESN3,206
SESTD1,63
SET,1718
SETBP1,1785
SETD1A,1647
SETD1B,1414
SETD2,3132
SETD3,127
SETD4,237
SETD5,107
SETD6,101
SETD7,1135
SETD9,10
SETDB1,1893
SETDB2,1123
SETMAR,1215
SETX,1873
SEZ6,16
SEZ6L,105
SEZ6L2,73
SF1,650
SF3A1,636
SF3A2,578
SF3A3,890
SF3B1,1269
SF3B2,598
SF3B3,791
SF3B4,505
SF3B5,511
SF3B6,294
SFI1,582
SFMBT2,68
SFN,2175
SFPQ,344
SFR1,47
SFRP1,578
SFRP2,509
SFRP4,429
SFRP5,295
SFSWAP,284
SFT2D1,159
SFT2D2,298
SFT2D3,125
SFTA2,23
SFTA3,191
SFTPA1,270
SFTPA2,278
SFTPB,339
SFTPC,291
SFTPD,184
SFXN1,203
SFXN2,80
SFXN3,70
SFXN4,122
SFXN5,39
SGCA,309
SGCB,145
SGCD,177
SGCE,189
SGCG,648
SGCZ,90
SGF29,306
SGIP1,202
SGK1,1870
SGK2,1276
SGMS1,442
SGMS2,89
SGO1,460
SGO2,318
SGPL1,695
SGPP1,244
SGPP2,249
SGSH,105
SGSM1,621
SGSM2,628
SGSM3,825
SGTA,2393
SGTB,2181
SH2B1,225
SH2B2,79
SH2B3,276
SH2D1A,378
SH2D1B,467
SH2D2A,86
SH2D3A,153
SH2D3C,118
SH2D4A,61
SH2D4B,115
SH2D5,35
SH2D7,46
SH3BGR,72
SH3BGRL,130
SH3BGRL2,37
SH3BGRL3,93
SH3BP1,69
SH3BP2,320
SH3BP4,40
SH3BP5,387
SH3BP5L,94
SH3D19,153
SH3D21,71
SH3GL1,1617
SH3GL2,526
SH3GL3,795
SH3GLB1,207
SH3GLB2,101
SH3KBP1,437
SH3PXD2A,389
SH3PXD2B,348
SH3RF1,297
SH3RF2,115
SH3RF3,165
SH3TC1,73
SH3TC2,55
SH3YL1,161
SHANK1,2246
SHANK2,2290
SHARPIN,79
SHB,121
SHBG,464
SHC1,992
SHC2,503
SHC3,189
SHC4,197
SHCBP1,325
SHCBP1L,804
SHD,156
SHE,481
SHF,29
SHH,1723
SHISA2,55
SHISA3,28
SHISA4,41
SHISA5,26
SHISA6,65
SHISA7,100
SHISA8,45
SHISA9,165
SHISAL1,46
SHISAL2A,65
SHISAL2B,40
SHKBP1,171
SHLD1,57
SHLD2,33
SHLD3,1
SHMT1,1144
SHMT2,1292
SHOC2,2787
SHOX,543
SHOX2,916
SHPK,428
SHPRH,2242
SHQ1,127
SHROOM1,97
SHROOM2,141
SHROOM3,51
SHROOM4,91
SHTN1,65
SI,348
SIAE,885
SIAH1,666
SIAH2,526
SIAH3,135
SIDT1,46
SIDT2,60
SIGIRR,118
SIGLEC1,181
SIGLEC10,62
SIGLEC11,68
SIGLEC12,77
SIGLEC14,62
SIGLEC15,26
SIGLEC6,41
SIGLEC7,89
SIGLEC8,57
SIGLEC9,115
SIGLECL1,673
SIGMAR1,173
SIK1,1587
SIK2,1469
SIKE1,53
SIL1,391
SIM1,267
SIM2,578
SIMC1,28
SIN3A,1875
SIN3B,1530
SINHCAF,103
SIPA1,209
SIPA1L1,235
SIPA1L2,181
SIPA1L3,149
SIRPA,749
SIRPB1,78
SIRPB2,123
SIRPD,83
SIRPG,65
SIRT1,2608
SIRT2,1243
SIRT3,869
SIRT4,804
SIRT5,1009
SIRT6,931
SIRT7,1290
SIT1,29
SIVA1,127
SIX1,350
SIX2,160
SIX3,346
SIX4,83
SIX5,160
SIX6,167
SKA1,373
SKA2,248
SKA3,291
SKAP1,128
SKAP2,255
SKI,85
SKIDA1,31
SKIL,370
SKIV2L,804
SKOR1,77
SKOR2,54
SKP1,1430
SKP2,1056
SLA,726
SLA2,70
SLAIN1,25
SLAIN2,35
SLAMF1,522
SLAMF6,219
SLAMF7,135
SLAMF8,174
SLAMF9,36
SLBP,587
SLC10A1,238
SLC10A2,222
SLC10A3,42
SLC10A4,35
SLC10A5,73
SLC10A6,61
SLC10A7,112
SLC11A1,2343
SLC11A2,548
SLC12A1,756
SLC12A2,874
SLC12A3,744
SLC12A4,508
SLC12A5,666
SLC12A6,1157
SLC12A7,509
SLC12A8,411
SLC12A9,421
SLC13A1,293
SLC13A2,289
SLC13A3,323
SLC13A4,263
SLC13A5,381
SLC14A1,921
SLC14A2,137
SLC15A1,344
SLC15A2,263
SLC15A3,289
SLC15A4,161
SLC15A5,100
SLC16A1,589
SLC16A10,459
SLC16A11,433
SLC16A12,481
SLC16A13,28
SLC16A14,52
SLC16A3,36
SLC16A4,46
SLC16A5,456
SLC16A6,484
SLC16A7,149
SLC16A8,430
SLC16A9,488
SLC17A1,190
SLC17A2,207
SLC17A3,496
SLC17A4,87
SLC17A5,1109
SLC17A6,326
SLC17A7,495
SLC17A8,220
SLC17A9,41
SLC18A1,155
SLC18A2,319
SLC18A3,341
SLC18B1,67
SLC19A1,95
SLC19A2,72
SLC19A3,76
SLC1A1,425
SLC1A2,612
SLC1A3,601
SLC1A4,401
SLC1A5,489
SLC1A6,303
SLC1A7,292
SLC20A1,630
SLC20A2,373
SLC22A1,693
SLC22A10,560
SLC22A11,504
SLC22A12,1361
SLC22A13,110
SLC22A14,732
SLC22A15,93
SLC22A16,56
SLC22A18,524
SLC22A2,687
SLC22A23,88
SLC22A24,494
SLC22A25,540
SLC22A3,149
SLC22A4,1047
SLC22A5,157
SLC22A6,663
SLC22A7,895
SLC22A8,610
SLC22A9,612
SLC23A1,191
SLC23A2,163
SLC23A3,132
SLC24A1,144
SLC24A2,237
SLC24A3,120
SLC24A4,321
SLC24A5,217
SLC25A1,2663
SLC25A10,917
SLC25A11,219
SLC25A12,197
SLC25A13,190
SLC25A14,260
SLC25A15,102
SLC25A17,207
SLC25A18,130
SLC25A19,254
SLC25A2,605
SLC25A20,250
SLC25A21,79
SLC25A22,141
SLC25A23,88
SLC25A24,87
SLC25A25,78
SLC25A26,72
SLC25A27,78
SLC25A28,110
SLC25A29,85
SLC25A3,657
SLC25A30,44
SLC25A31,1082
SLC25A32,146
SLC25A33,186
SLC25A34,60
SLC25A35,103
SLC25A36,175
SLC25A37,162
SLC25A38,72
SLC25A39,90
SLC25A4,590
SLC25A40,66
SLC25A41,82
SLC25A42,55
SLC25A43,251
SLC25A44,21
SLC25A45,94
SLC25A46,201
SLC25A47,168
SLC25A48,140
SLC25A5,708
SLC25A51,56
SLC25A6,646
SLC26A1,230
SLC26A10,175
SLC26A11,213
SLC26A2,308
SLC26A3,767
SLC26A4,384
SLC26A5,709
SLC26A6,290
SLC26A7,233
SLC26A8,729
SLC26A9,211
SLC27A1,368
SLC27A2,293
SLC27A3,178
SLC27A4,286
SLC27A5,324
SLC27A6,284
SLC28A1,141
SLC28A2,137
SLC28A3,100
SLC29A1,266
SLC29A2,233
SLC29A3,188
SLC29A4,124
SLC2A1,1950
SLC2A10,263
SLC2A11,434
SLC2A12,300
SLC2A13,330
SLC2A14,1317
SLC2A2,1128
SLC2A3,744
SLC2A4,1595
SLC2A4RG,113
SLC2A5,657
SLC2A6,247
SLC2A7,514
SLC2A8,397
SLC2A9,548
SLC30A1,296
SLC30A10,286
SLC30A2,198
SLC30A3,277
SLC30A4,217
SLC30A5,310
SLC30A6,283
SLC30A7,844
SLC30A8,401
SLC30A9,369
SLC31A1,142
SLC31A2,123
SLC32A1,465
SLC33A1,750
SLC34A1,234
SLC34A2,87
SLC34A3,93
SLC35A1,423
SLC35A2,459
SLC35A3,300
SLC35A4,291
SLC35A5,317
SLC35B1,38
SLC35B2,470
SLC35B3,304
SLC35B4,67
SLC35C1,109
SLC35C2,268
SLC35D1,126
SLC35D2,139
SLC35D3,115
SLC35E1,172
SLC35E3,78
SLC35E4,146
SLC35F1,300
SLC35F3,73
SLC35F4,9
SLC35F5,308
SLC35F6,284
SLC35G1,712
SLC35G2,81
SLC35G3,321
SLC35G5,102
SLC35G6,5
SLC36A1,232
SLC36A2,200
SLC36A3,749
SLC36A4,192
SLC37A1,102
SLC37A2,101
SLC37A3,107
SLC38A1,160
SLC38A10,181
SLC38A11,128
SLC38A2,309
SLC38A4,366
SLC38A6,184
SLC38A7,210
SLC38A8,169
SLC38A9,234
SLC39A1,241
SLC39A10,82
SLC39A11,96
SLC39A12,183
SLC39A13,77
SLC39A14,137
SLC39A2,182
SLC39A3,161
SLC39A4,104
SLC39A5,70
SLC39A6,104
SLC39A7,190
SLC39A8,79
SLC39A9,69
SLC3A1,505
SLC3A2,894
SLC40A1,160
SLC41A1,69
SLC41A2,44
SLC41A3,63
SLC43A1,17
SLC43A2,55
SLC43A3,44
SLC44A1,75
SLC44A2,57
SLC44A3,76
SLC44A4,54
SLC44A5,93
SLC45A1,41
SLC45A2,269
SLC45A3,138
SLC45A4,156
SLC46A2,31
SLC46A3,34
SLC47A1,407
SLC47A2,399
SLC48A1,45
SLC49A3,88
SLC4A1,1044
SLC4A10,157
SLC4A11,116
SLC4A1AP,148
SLC4A2,137
SLC4A3,291
SLC4A4,285
SLC4A7,771
SLC4A8,171
SLC4A9,130
SLC50A1,58
SLC51A,113
SLC51B,108
SLC52A1,31
SLC52A2,72
SLC52A3,92
SLC5A1,361
SLC5A10,91
SLC5A11,94
SLC5A12,273
SLC5A2,220
SLC5A3,113
SLC5A4,159
SLC5A5,1056
SLC5A6,215
SLC5A7,454
SLC5A8,500
SLC5A9,108
SLC6A1,680
SLC6A11,166
SLC6A12,141
SLC6A13,251
SLC6A15,86
SLC6A16,753
SLC6A17,121
SLC6A18,144
SLC6A19,322
SLC6A2,212
SLC6A20,112
SLC6A3,1611
SLC6A4,763
SLC6A5,188
SLC6A7,337
SLC6A8,117
SLC6A9,84
SLC7A1,1256
SLC7A10,448
SLC7A11,595
SLC7A13,490
SLC7A14,550
SLC7A2,466
SLC7A3,680
SLC7A4,749
SLC7A5,706
SLC7A6,438
SLC7A6OS,259
SLC7A7,732
SLC7A8,449
SLC7A9,549
SLC8A1,379
SLC8A2,163
SLC8A3,138
SLC8B1,143
SLC9A1,758
SLC9A2,489
SLC9A3,787
SLC9A3R1,483
SLC9A3R2,312
SLC9A4,510
SLC9A5,408
SLC9A6,554
SLC9A7,728
SLC9A8,554
SLC9A9,1174
SLC9B1,1084
SLC9B2,376
SLC9C1,1755
SLC9C2,1190
SLCO1A2,274
SLCO1B1,367
SLCO1B3,142
SLCO1B7,44
SLCO2A1,110
SLCO2B1,188
SLCO3A1,83
SLCO4A1,97
SLCO4C1,83
SLCO5A1,102
SLCO6A1,734
SLF1,1284
SLF2,615
SLFN11,26
SLFN12,62
SLFN12L,340
SLFN13,6
SLFN14,93
SLFN5,166
SLFNL1,705
SLIRP,1477
SLIT1,2109
SLIT2,2069
SLIT3,2259
SLITRK1,387
SLITRK2,205
SLITRK3,35
SLITRK4,116
SLITRK5,107
SLITRK6,83
SLK,476
SLMAP,881
SLN,300
SLPI,362
SLTM,689
SLU7,593
SLURP1,158
SLX1A,302
SLX1B,297
SLX4,180
SLX4IP,56
SMAD1,316
SMAD2,1650
SMAD3,1394
SMAD4,2163
SMAD5,626
SMAD6,420
SMAD7,698
SMAD9,414
SMAGP,41
SMAP1,552
SMAP2,780
SMARCA1,2273
SMARCA2,3424
SMARCA5,2218
SMARCAD1,847
SMARCAL1,1240
SMARCB1,1202
SMARCC1,1539
SMARCC2,1656
SMARCD1,470
SMARCD2,415
SMARCD3,553
SMARCE1,317
SMC1A,1314
SMC1B,1750
SMC2,1318
SMC3,1524
SMC4,1355
SMC5,1287
SMC6,1432
SMCHD1,581
SMCO1,48
SMCO2,13
SMCO3,89
SMCO4,15
SMCP,718
SMCR8,88
SMDT1,130
SMG1,3077
SMG5,208
SMG6,298
SMG7,223
SMG8,160
SMG9,169
SMIM1,553
SMIM11A,30
SMIM12,34
SMIM14,55
SMIM15,38
SMIM19,53
SMIM2,14
SMIM20,90
SMIM21,704
SMIM23,576
SMIM24,16
SMIM29,44
SMIM3,29
SMIM34A,44
SMIM4,29
SMIM5,7
SMIM7,41
SMIM8,22
SMKR1,701
SMLR1,99
SMN1,1283
SMN2,342
SMNDC1,462
SMO,373
SMOC1,541
SMOC2,151
SMOX,234
SMPD1,419
SMPD2,369
SMPD3,84
SMPD4,96
SMPDL3A,39
SMPDL3B,53
SMPX,145
SMR3A,24
SMR3B,26
SMS,947
SMTN,908
SMTNL2,872
SMU1,211
SMUG1,626
SMURF1,1251
SMURF2,1134
SMYD1,1105
SMYD2,1167
SMYD4,1236
SMYD5,1032
SNAI1,1018
SNAI2,820
SNAI3,111
SNAP23,796
SNAP25,871
SNAP29,282
SNAP47,180
SNAP91,504
SNAPC1,121
SNAPC2,103
SNAPC3,191
SNAPC4,1591
SNAPC5,128
SNAPIN,172
SNCA,1880
SNCAIP,2110
SNCB,245
SNCG,63
SND1,304
SNED1,178
SNF8,221
SNIP1,411
SNN,415
SNORC,11
SNPH,68
SNRK,920
SNRNP200,935
SNRNP25,230
SNRNP27,305
SNRNP35,1105
SNRNP40,576
SNRNP48,86
SNRNP70,1473
SNRPA,1746
SNRPA1,2474
SNRPB,1449
SNRPB2,810
SNRPC,777
SNRPD1,1149
SNRPD2,1177
SNRPD3,894
SNRPE,1380
SNRPF,1010
SNRPG,933
SNRPN,834
SNTA1,238
SNTB1,197
SNTB2,88
SNTG1,156
SNTG2,161
SNTN,44
SNU13,1196
SNUPN,162
SNW1,984
SNX1,549
SNX10,257
SNX11,243
SNX12,492
SNX13,852
SNX14,64
SNX15,234
SNX16,71
SNX17,114
SNX18,234
SNX19,67
SNX2,663
SNX20,25
SNX21,52
SNX22,60
SNX24,89
SNX25,74
SNX27,472
SNX3,402
SNX30,378
SNX31,58
SNX32,79
SNX33,103
SNX4,568
SNX5,218
SNX6,172
SNX7,322
SNX8,416
SNX9,298
SOAT1,473
SOAT2,348
SOBP,43
SOCS1,951
SOCS2,310
SOCS3,1093
SOCS4,145
SOCS5,83
SOCS6,141
SOD1,2115
SOD2,2518
SOD3,813
SOGA1,62
SOHLH1,610
SON,1365
SORBS1,248
SORBS2,143
SORBS3,85
SORCS1,94
SORCS2,34
SORCS3,114
SORD,558
SORL1,940
SORT1,309
SOS1,2050
SOS2,1676
SOST,240
SOSTDC1,82
SOWAHA,55
SOWAHB,12
SOWAHC,1924
SOWAHD,42
SOX1,290
SOX10,886
SOX11,55
SOX12,59
SOX13,215
SOX14,78
SOX15,169
SOX17,307
SOX18,193
SOX2,1376
SOX21,23
SOX3,469
SOX30,761
SOX4,289
SOX5,490
SOX6,474
SOX7,111
SOX8,201
SOX9,1065
SP1,2777
SP100,882
SP110,737
SP140,281
SP140L,611
SP2,1302
SP3,2271
SP4,1510
SP5,1130
SP6,1219
SP7,1549
SP8,1249
SP9,1146
SPA17,799
SPACA1,773
SPACA3,715
SPACA4,738
SPACA5,303
SPACA5B,658
SPACA7,743
SPACA9,586
SPAG1,1932
SPAG11A,101
SPAG11B,73
SPAG16,172
SPAG17,277
SPAG4,259
SPAG5,349
SPAG6,1356
SPAG7,29
SPAG8,340
SPAG9,416
SPAM1,694
SPANXA1,76
SPANXA2,29
SPANXB1,30
SPANXC,46
SPANXD,517
SPANXN1,29
SPANXN3,195
SPANXN4,39
SPANXN5,313
SPARC,829
SPARCL1,134
SPART,171
SPAST,2555
SPATA12,646
SPATA13,757
SPATA16,802
SPATA17,794
SPATA18,524
SPATA19,717
SPATA2,56
SPATA20,124
SPATA21,2031
SPATA22,753
SPATA24,368
SPATA25,34
SPATA2L,21
SPATA3,698
SPATA31A1,697
SPATA31A6,178
SPATA31D1,12
SPATA31E1,501
SPATA32,614
SPATA33,677
SPATA4,795
SPATA46,679
SPATA48,466
SPATA5,1921
SPATA5L1,1288
SPATA6,666
SPATA6L,19
SPATA7,250
SPATA8,671
SPATA9,559
SPATC1,114
SPATC1L,19
SPATS1,717
SPATS2,20
SPATS2L,52
SPC24,331
SPC25,310
SPCS1,341
SPCS2,241
SPCS3,285
SPDEF,489
SPDL1,343
SPDYA,87
SPDYC,21
SPDYE1,30
SPDYE2,30
SPDYE2B,1
SPDYE3,78
SPDYE4,550
SPECC1,1022
SPECC1L,1326
SPECC1L-ADORA2A,856
SPEF1,101
SPEF2,151
SPEG,1219
SPEM1,629
SPEM2,662
SPEN,614
SPERT,727
SPESP1,1334
SPG11,1082
SPG21,84
SPG7,1211
SPHAR,29
SPHK1,599
SPHK2,491
SPHKAP,53
SPI1,937
SPIB,547
SPICE1,283
SPIDR,61
SPIN1,721
SPIN2A,20
SPIN2B,37
SPIN3,306
SPINDOC,5
SPINK1,1018
SPINK13,18
SPINK14,34
SPINK2,18
SPINK4,21
SPINK5,216
SPINK6,68
SPINK7,111
SPINK8,52
SPINK9,603
SPINT1,204
SPINT2,254
SPINT3,203
SPINT4,233
SPIRE1,115
SPIRE2,126
SPN,610
SPNS1,1136
SPNS2,512
SPNS3,489
SPO11,1308
SPOCD1,164
SPOCK1,128
SPOCK2,136
SPOCK3,76
SPON2,89
SPOP,825
SPOPL,1265
SPOUT1,398
SPP1,1464
SPP2,119
SPPL2A,60
SPPL2C,77
SPPL3,71
SPR,126
SPRED1,231
SPRED2,111
SPRED3,168
SPRN,373
SPRR1B,124
SPRR2A,89
SPRR2D,75
SPRR2E,32
SPRR2F,36
SPRR2G,74
SPRR3,105
SPRR4,77
SPRTN,360
SPRY1,238
SPRY2,403
SPRY3,176
SPRY4,101
SPRYD3,121
SPRYD4,86
SPRYD7,99
SPSB1,336
SPSB2,297
SPSB3,54
SPSB4,334
SPTAN1,2504
SPTB,1357
SPTBN1,1707
SPTBN2,1256
SPTBN4,1224
SPTBN5,1173
SPTLC1,757
SPTLC2,763
SPTLC3,599
SPTSSA,75
SPTSSB,189
SPTY2D1,51
SPX,72
SPZ1,661
SQLE,597
SQOR,653
SQSTM1,927
SRA1,131
SRARP,21
SRBD1,1178
SRC,5765
SRCAP,1457
SRD5A1,163
SRD5A3,108
SREBF1,872
SREBF2,476
SREK1,329
SREK1IP1,36
SRF,1955
SRFBP1,43
SRGAP1,146
SRGAP3,557
SRGN,269
SRI,804
SRL,413
SRM,567
SRMS,2522
SRP14,530
SRP19,526
SRP54,1271
SRP68,454
SRP72,445
SRP9,719
SRPK1,778
SRPK2,1134
SRPK3,605
SRPRA,1051
SRPRB,276
SRPX,46
SRPX2,131
SRR,663
SRRD,16
SRRM1,855
SRRM2,703
SRRM4,81
SRRM5,627
SRSF1,1819
SRSF10,1270
SRSF11,408
SRSF12,78
SRSF2,752
SRSF3,604
SRSF4,1308
SRSF5,1415
SRSF6,1372
SRSF7,489
SRSF9,1350
SRXN1,126
SRY,1252
SS18,204
SS18L1,110
SS18L2,233
SSB,1332
SSBP1,821
SSBP2,98
SSBP3,72
SSBP4,60
SSC4D,29
SSC5D,13
SSFA2,35
SSH1,1114
SSH2,1914
SSH3,1022
SSMEM1,720
SSNA1,211
SSPN,120
SSR1,315
SSR2,294
SSR3,213
SSR4,257
SSRP1,1249
SSSCA1,123
SST,1927
SSTR1,375
SSTR2,423
SSTR4,300
SSTR5,455
SSU72,258
SSUH2,157
SSX1,479
SSX2,5
SSX2IP,83
SSX3,643
SSX5,42
SSX7,31
ST13,268
ST14,320
ST18,40
ST20,32
ST20-MTHFS,181
ST3GAL2,96
ST3GAL3,149
ST3GAL4,131
ST3GAL5,216
ST3GAL6,100
ST5,73
ST6GAL1,169
ST6GAL2,90
ST6GALNAC1,163
ST6GALNAC2,60
ST6GALNAC3,93
ST6GALNAC4,105
ST6GALNAC5,148
ST6GALNAC6,51
ST7,31
ST7L,32
ST8SIA1,83
ST8SIA2,242
ST8SIA3,129
ST8SIA4,585
ST8SIA5,81
ST8SIA6,45
STAB1,127
STAB2,155
STAC,48
STAC2,52
STAC3,814
STAG1,1507
STAG2,1354
STAG3,397
STAM,301
STAM2,352
STAMBP,723
STAMBPL1,598
STAP1,57
STAR,356
STARD10,36
STARD13,252
STARD3,86
STARD3NL,32
STARD4,70
STARD5,454
STARD6,746
STARD7,83
STARD8,352
STARD9,825
STAT1,1638
STAT2,833
STAT3,2463
STAT4,1316
STAT5A,1273
STAT5B,1565
STAT6,1002
STATH,811
STAU1,452
STAU2,153
STBD1,50
STC1,516
STC2,73
STEAP1,45
STEAP1B,11
STEAP2,40
STEAP3,77
STEAP4,117
STH,709
STIL,310
STIM1,555
STIM2,214
STIMATE,332
STIP1,762
STK10,216
STK11,3418
STK16,209
STK17A,1487
STK17B,1576
STK19,67
STK24,932
STK25,841
STK26,856
STK3,1183
STK31,780
STK32A,1186
STK32B,1264
STK32C,1188
STK33,1234
STK35,288
STK36,258
STK38,2246
STK38L,1490
STK39,230
STK4,1835
STK40,2785
STKLD1,95
STMN1,580
STMN2,240
STMN3,47
STMN4,143
STMND1,10
STMP1,22
STN1,453
STOM,645
STOML1,486
STOML2,709
STOML3,861
STON2,227
STOX1,50
STOX2,45
STPG1,47
STPG2,32
STPG3,677
STPG4,4
STRA6,74
STRA8,211
STRADA,490
STRADB,238
STRAP,409
STRBP,49
STRC,67
STRIP1,157
STRIP2,129
STRN,881
STRN3,456
STRN4,171
STS,1453
STT3A,323
STT3B,236
STUB1,1060
STUM,29
STX10,269
STX11,695
STX12,460
STX16,1130
STX16-NPEPL1,403
STX17,977
STX18,329
STX19,619
STX1A,1067
STX1B,840
STX2,846
STX3,985
STX4,768
STX5,467
STX6,459
STX7,627
STX8,409
STXBP1,814
STXBP2,589
STXBP3,1552
STXBP4,100
STXBP5,266
STXBP5L,134
STXBP6,59
STYK1,2663
STYX,1321
STYXL1,1066
SUB1,615
SUCLA2,831
SUCLG1,1131
SUCLG2,860
SUCNR1,233
SUCO,617
SUDS3,271
SUFU,322
SUGP1,272
SUGP2,70
SUGT1,799
SULF1,198
SULF2,135
SULT1A1,193
SULT1A2,115
SULT1A3,625
SULT1B1,404
SULT1C2,304
SULT1C3,68
SULT1C4,56
SULT1E1,990
SULT2A1,658
SULT2B1,698
SULT4A1,1274
SUMF1,255
SUMF2,500
SUMO1,1425
SUMO2,1179
SUMO3,920
SUMO4,1292
SUN1,347
SUN2,336
SUN3,839
SUN5,919
SUOX,276
SUPT16H,1011
SUPT20H,406
SUPT3H,280
SUPT4H1,344
SUPT5H,1970
SUPT6H,1286
SUPT7L,102
SUPV3L1,209
SURF1,191
SURF2,73
SURF4,404
SURF6,380
SUSD1,107
SUSD2,33
SUSD3,102
SUSD4,66
SUSD5,43
SUSD6,29
SUV39H1,1566
SUV39H2,1288
SUZ12,814
SV2A,300
SV2B,575
SV2C,108
SVBP,30
SVEP1,297
SVIL,209
SVIP,45
SVOPL,160
SWAP70,78
SWI5,127
SWSAP1,69
SWT1,216
SYAP1,170
SYBU,101
SYCE1,681
SYCE1L,23
SYCE2,152
SYCE3,733
SYCN,97
SYCP1,870
SYCP2,134
SYCP2L,49
SYCP3,868
SYDE1,55
SYDE2,38
SYF2,433
SYK,3606
SYMPK,774
SYN1,740
SYN3,149
SYNC,115
SYNCRIP,534
SYNDIG1,77
SYNDIG1L,60
SYNE1,1478
SYNE2,1850
SYNE3,905
SYNE4,48
SYNGAP1,542
SYNGR1,69
SYNGR2,54
SYNGR3,83
SYNGR4,658
SYNJ1,1779
SYNJ2,1066
SYNJ2BP,49
SYNM,516
SYNPO,260
SYNPO2,93
SYNPO2L,48
SYNPR,189
SYP,1071
SYPL1,51
SYPL2,34
SYS1,55
SYT1,697
SYT10,88
SYT11,344
SYT12,13
SYT13,28
SYT15,61
SYT16,150
SYT17,101
SYT2,260
SYT3,86
SYT4,150
SYT5,75
SYT7,79
SYT8,162
SYT9,189
SYTL1,59
SYTL3,73
SYTL4,158
SYTL5,265
SYVN1,632
SZRD1,31
SZT2,593
TAAR1,219
TAAR2,168
TAAR5,251
TAAR6,234
TAAR8,174
TAB1,2124
TAB3,473
TAC1,1160
TAC3,337
TAC4,19
TACC1,145
TACC2,106
TACC3,349
TACO1,287
TACR1,499
TACR2,329
TACR3,244
TACSTD2,127
TADA1,52
TADA2B,1103
TADA3,480
TAF1,3316
TAF10,297
TAF11,230
TAF12,401
TAF13,228
TAF1A,155
TAF1B,175
TAF1D,179
TAF1L,2798
TAF2,1431
TAF3,408
TAF4,481
TAF4B,171
