Genesymbol,degree
TAF5,606
TAF5L,451
TAF6,338
TAF6L,220
TAF7,602
TAF7L,1060
TAF8,512
TAF9,1113
TAF9B,314
TAGAP,297
TAGLN,675
TAGLN2,311
TAGLN3,236
TAL1,443
TAL2,56
TALDO1,831
TAMM41,62
TANC1,2373
TANC2,2156
TANGO2,101
TANGO6,128
TANK,604
TAOK1,788
TAOK2,101
TAOK3,868
TAP1,877
TAP2,805
TAPBP,190
TAPBPL,72
TAPT1,94
TARBP1,603
TARBP2,167
TARDBP,532
TARM1,19
TARS,1051
TARS2,742
TARSL2,729
TAS1R1,664
TAS1R2,171
TAS1R3,201
TAS2R1,279
TAS2R10,225
TAS2R13,614
TAS2R14,209
TAS2R16,271
TAS2R19,226
TAS2R20,233
TAS2R3,453
TAS2R30,226
TAS2R31,234
TAS2R38,289
TAS2R39,231
TAS2R4,810
TAS2R40,246
TAS2R41,224
TAS2R42,224
TAS2R43,229
TAS2R46,226
TAS2R5,215
TAS2R50,361
TAS2R60,255
TAS2R7,218
TAS2R8,200
TAS2R9,206
TASP1,95
TAT,882
TATDN1,515
TATDN2,318
TATDN3,381
TAX1BP1,235
TAX1BP3,94
TBATA,842
TBC1D1,412
TBC1D10A,101
TBC1D10B,100
TBC1D10C,95
TBC1D12,627
TBC1D13,595
TBC1D14,1103
TBC1D15,1081
TBC1D16,574
TBC1D17,688
TBC1D19,94
TBC1D2,747
TBC1D20,152
TBC1D21,1302
TBC1D22A,196
TBC1D22B,241
TBC1D23,391
TBC1D24,109
TBC1D25,737
TBC1D26,541
TBC1D28,1166
TBC1D29,903
TBC1D2B,832
TBC1D30,725
TBC1D31,643
TBC1D32,271
TBC1D4,414
TBC1D5,441
TBC1D7,201
TBC1D8,817
TBC1D8B,1106
TBC1D9,780
TBC1D9B,777
TBCA,271
TBCB,230
TBCCD1,62
TBCD,262
TBCE,384
TBCEL,179
TBCK,784
TBK1,1042
TBKBP1,57
TBL1X,938
TBL1XR1,1360
TBL1Y,417
TBL2,1271
TBL3,769
TBP,2584
TBPL1,1575
TBPL2,1518
TBR1,484
TBRG1,64
TBRG4,67
TBX1,326
TBX10,106
TBX15,107
TBX18,147
TBX19,304
TBX2,409
TBX20,153
TBX21,820
TBX22,461
TBX3,722
TBX4,270
TBX5,587
TBX6,309
TBXA2R,332
TBXAS1,966
TBXT,524
TC2N,488
TCAF1,15
TCAF2,41
TCAIM,28
TCAP,376
TCEA1,1492
TCEA2,700
TCEA3,611
TCEAL1,134
TCEAL2,27
TCEAL3,69
TCEAL4,41
TCEAL5,37
TCEAL6,42
TCEAL7,47
TCEAL8,59
TCEAL9,62
TCEANC2,529
TCERG1,441
TCERG1L,116
TCF12,770
TCF15,166
TCF19,135
TCF20,164
TCF21,199
TCF23,912
TCF24,38
TCF25,139
TCF3,965
TCF4,697
TCF7,714
TCF7L1,521
TCF7L2,865
TCFL5,745
TCHH,787
TCHHL1,35
TCHP,629
TCIM,146
TCIRG1,700
TCL1A,101
TCL1B,25
TCN1,99
TCN2,111
TCOF1,1401
TCP1,2239
TCP10,777
TCP10L,689
TCP10L2,532
TCP11,781
TCP11L1,71
TCP11L2,371
TCP11X2,56
TCTA,59
TCTE1,2768
TCTE3,174
TCTEX1D1,109
TCTEX1D2,144
TCTEX1D4,32
TCTN1,173
TCTN2,170
TCTN3,139
TDG,326
TDGF1,605
TDO2,394
TDP1,218
TDP2,204
TDRD1,715
TDRD10,691
TDRD12,1366
TDRD15,124
TDRD3,280
TDRD5,751
TDRD6,657
TDRD7,116
TDRD9,899
TDRKH,75
TDRP,33
TEAD2,1589
TEAD3,936
TEAD4,974
TEC,2565
TECPR1,109
TECPR2,445
TECR,1400
TECRL,482
TECTA,294
TECTB,81
TEDC1,35
TEDC2,153
TEDDM1,24
TEF,751
TEFM,18
TEK,3349
TEKT1,198
TEKT2,343
TEKT3,846
TEKT4,169
TEKT5,667
TELO2,157
TEN1,63
TENM1,690
TENM2,209
TENM4,40
TENT2,1135
TENT4A,728
TENT4B,771
TENT5A,82
TENT5B,50
TENT5C,149
TENT5D,941
TEP1,1632
TEPP,344
TEPSIN,70
TERB1,59
TERB2,660
TERF1,425
TERF2,270
TERF2IP,142
TERT,1867
TES,1224
TESC,1905
TESK1,2527
TESK2,2504
TESMIN,267
TESPA1,48
TET1,310
TET2,1153
TET3,171
TEX10,536
TEX11,270
TEX12,741
TEX13B,31
TEX14,714
TEX15,355
TEX19,47
TEX2,115
TEX22,20
TEX26,688
TEX261,29
TEX264,116
TEX29,609
TEX30,141
TEX33,689
TEX35,681
TEX36,593
TEX37,597
TEX43,624
TEX44,551
TEX45,505
TEX47,551
TEX9,61
TF,2204
TFAM,1547
TFAP2B,222
TFAP2C,173
TFAP2D,55
TFAP2E,66
TFAP4,104
TFB1M,1025
TFB2M,1328
TFCP2,350
TFCP2L1,86
TFDP1,486
TFDP2,378
TFDP3,872
TFE3,258
TFEB,269
TFEC,148
TFF1,254
TFF2,122
TFF3,277
TFG,211
TFIP11,679
TFPI,936
TFPI2,364
TFPT,96
TFR2,205
TFRC,1783
TG,888
TGDS,145
TGFA,454
TGFB1,2793
TGFB1I1,1437
TGFB2,641
TGFB3,665
TGFBI,219
TGFBR1,1191
TGFBR2,824
TGFBR3,238
TGFBR3L,2
TGFBRAP1,421
TGIF1,170
TGIF2,153
TGIF2-RAB5IF,127
TGIF2LX,865
TGIF2LY,754
TGM1,476
TGM2,804
TGM3,507
TGM4,116
TGM5,79
TGM6,87
TGM7,508
TGOLN2,683
TGS1,239
TH,1461
THADA,1029
THAP1,111
THAP10,36
THAP11,78
THAP12,217
THAP2,31
THAP3,81
THAP4,48
THAP5,51
THAP6,116
THAP7,64
THAP8,60
THAP9,71
THBD,538
THBS1,1129
THBS2,404
THBS3,124
THBS4,203
THEG,1129
THEGL,39
THEM4,77
THEM5,92
THEM6,73
THEMIS2,203
THG1L,124
THNSL1,921
THNSL2,306
THOC1,638
THOC2,1010
THOC3,255
THOC5,420
THOC6,174
THOC7,625
THOP1,302
THPO,550
THRA,618
THRAP3,152
THRB,497
THRSP,228
THSD1,93
THSD4,129
THSD7A,78
THSD7B,98
THTPA,67
THUMPD1,923
THUMPD2,146
THUMPD3,246
THY1,877
THYN1,100
TIA1,705
TIAF1,158
TIAL1,386
TIAM1,506
TICAM1,187
TICRR,246
TIE1,3317
TIFA,79
TIFAB,29
TIGAR,433
TIGD1,79
TIGD2,81
TIGD3,41
TIGD4,78
TIGD5,70
TIGD6,68
TIGIT,99
TIMD4,101
TIMELESS,686
TIMM10,396
TIMM10B,303
TIMM13,423
TIMM17A,384
TIMM17B,285
TIMM21,135
TIMM22,384
TIMM23B,376
TIMM29,31
TIMM44,426
TIMM50,412
TIMM8A,591
TIMM8B,391
TIMM9,496
TIMMDC1,112
TIMP1,1447
TIMP2,568
TIMP3,681
TIMP4,156
TINAG,35
TINAGL1,34
TINF2,202
TIPARP,93
TIPIN,572
TIPRL,226
TIRAP,328
TJAP1,86
TJP1,1069
TJP2,364
TK1,890
TK2,954
TKFC,230
TKT,1040
TKTL1,1383
TKTL2,1404
TLCD1,46
TLCD2,28
TLDC1,20
TLDC2,591
TLE1,386
TLE2,305
TLE3,301
TLE4,846
TLE6,224
TLK1,428
TLK2,631
TLL1,89
TLL2,78
TLN1,495
TLNRD1,163
TLR1,3336
TLR10,2022
TLR2,3215
TLR3,2576
TLR4,3750
TLR6,2459
TLR7,2523
TLR8,2473
TLR9,2635
TLX1,398
TLX2,215
TLX3,321
TM2D1,50
TM2D2,42
TM2D3,48
TM4SF1,57
TM4SF18,27
TM4SF19,79
TM4SF20,45
TM4SF4,56
TM4SF5,108
TM6SF1,22
TM6SF2,76
TM7SF2,178
TM7SF3,17
TM9SF1,81
TM9SF2,220
TM9SF3,218
TM9SF4,187
TMA16,94
TMA7,166
TMBIM1,143
TMBIM4,275
TMBIM6,187
TMC1,147
TMC2,59
TMC3,51
TMC5,94
TMC6,62
TMC7,70
TMC8,36
TMCC1,652
TMCC2,107
TMCC3,116
TMCO1,235
TMCO2,723
TMCO3,204
TMCO4,147
TMCO5A,718
TMCO6,48
TMED1,71
TMED10,454
TMED2,426
TMED3,286
TMED4,100
TMED5,241
TMED6,85
TMED7,890
TMED7-TICAM2,81
TMED8,104
TMED9,258
TMEFF1,45
TMEFF2,85
TMEM100,59
TMEM101,65
TMEM102,26
TMEM104,12
TMEM105,19
TMEM106B,71
TMEM106C,35
TMEM107,42
TMEM108,86
TMEM109,63
TMEM11,75
TMEM110-MUSTN1,8
TMEM114,46
TMEM115,138
TMEM116,45
TMEM117,49
TMEM119,46
TMEM120B,67
TMEM121,258
TMEM121B,60
TMEM123,63
TMEM125,131
TMEM126A,206
TMEM126B,343
TMEM127,69
TMEM128,74
TMEM129,32
TMEM130,145
TMEM131,309
TMEM131L,176
TMEM132A,89
TMEM132B,64
TMEM132C,97
TMEM132D,181
TMEM132E,49
TMEM134,83
TMEM135,79
TMEM136,28
TMEM138,90
TMEM139,62
TMEM140,105
TMEM141,3
TMEM143,103
TMEM144,62
TMEM145,79
TMEM147,205
TMEM14A,60
TMEM14B,259
TMEM14C,68
TMEM150A,31
TMEM150B,15
TMEM150C,57
TMEM151A,185
TMEM151B,81
TMEM154,305
TMEM155,2
TMEM156,31
TMEM158,50
TMEM159,21
TMEM160,135
TMEM161A,96
TMEM161B,43
TMEM163,53
TMEM164,149
TMEM165,136
TMEM167A,209
TMEM167B,33
TMEM168,47
TMEM169,39
TMEM17,67
TMEM170A,94
TMEM170B,17
TMEM171,70
TMEM173,440
TMEM174,72
TMEM175,37
TMEM176A,41
TMEM176B,71
TMEM177,56
TMEM178A,86
TMEM178B,18
TMEM179,105
TMEM179B,65
TMEM18,121
TMEM181,63
TMEM182,70
TMEM183A,49
TMEM184A,116
TMEM184B,91
TMEM184C,125
TMEM185B,76
TMEM186,39
TMEM187,44
TMEM189-UBE2V1,265
TMEM19,53
TMEM190,54
TMEM192,67
TMEM196,37
TMEM198,34
TMEM199,63
TMEM200A,28
TMEM200B,9
TMEM200C,17
TMEM201,105
TMEM202,712
TMEM203,77
TMEM204,198
TMEM205,37
TMEM206,4
TMEM207,91
TMEM208,131
TMEM209,149
TMEM210,645
TMEM212,337
TMEM213,100
TMEM214,100
TMEM215,27
TMEM216,199
TMEM217,43
TMEM218,40
TMEM219,27
TMEM220,7
TMEM221,25
TMEM222,74
TMEM223,27
TMEM225,613
TMEM229A,6
TMEM229B,34
TMEM230,79
TMEM232,402
TMEM233,31
TMEM234,42
TMEM235,28
TMEM237,93
TMEM239,708
TMEM240,21
TMEM241,45
TMEM242,26
TMEM243,14
TMEM244,5
TMEM245,69
TMEM246,10
TMEM247,715
TMEM248,54
TMEM25,18
TMEM250,317
TMEM251,37
TMEM252,30
TMEM253,41
TMEM254,59
TMEM255A,78
TMEM255B,33
TMEM256,96
TMEM256-PLSCR3,12
TMEM258,227
TMEM259,38
TMEM26,57
TMEM260,336
TMEM263,42
TMEM266,10
TMEM267,29
TMEM268,15
TMEM270,721
TMEM273,16
TMEM30A,374
TMEM31,218
TMEM33,94
TMEM35A,123
TMEM37,47
TMEM38A,124
TMEM38B,102
TMEM39A,100
TMEM39B,42
TMEM40,59
TMEM41A,96
TMEM41B,269
TMEM42,7
TMEM43,93
TMEM44,12
TMEM45A,62
TMEM45B,78
TMEM47,96
TMEM50A,34
TMEM50B,48
TMEM51,62
TMEM52,70
TMEM52B,123
TMEM53,87
TMEM54,39
TMEM56,84
TMEM59,69
TMEM59L,169
TMEM60,30
TMEM61,34
TMEM62,14
TMEM63A,252
TMEM63B,94
TMEM63C,260
TMEM64,91
TMEM65,78
TMEM67,272
TMEM68,412
TMEM69,67
TMEM70,103
TMEM71,120
TMEM72,67
TMEM74,57
TMEM74B,37
TMEM78,25
TMEM79,40
TMEM80,58
TMEM81,6
TMEM82,11
TMEM86A,64
TMEM86B,34
TMEM87A,99
TMEM87B,66
TMEM88,57
TMEM88B,63
TMEM89,611
TMEM8A,83
TMEM8B,61
TMEM91,80
TMEM92,85
TMEM94,141
TMEM95,667
TMEM97,92
TMEM98,53
TMEM99,25
TMEM9B,30
TMF1,402
TMIE,56
TMIGD1,103
TMIGD2,24
TMIGD3,487
TMLHE,400
TMOD1,221
TMOD2,139
TMOD3,292
TMOD4,264
TMPO,372
TMPPE,195
TMPRSS11A,254
TMPRSS11B,239
TMPRSS11D,1373
TMPRSS11E,252
TMPRSS11F,213
TMPRSS12,900
TMPRSS13,237
TMPRSS15,326
TMPRSS2,441
TMPRSS3,289
TMPRSS4,266
TMPRSS5,230
TMPRSS6,369
TMPRSS7,192
TMPRSS9,207
TMSB10,91
TMSB15A,20
TMSB4X,215
TMSB4Y,79
TMTC1,2232
TMTC2,30
TMTC3,1937
TMTC4,12
TMUB1,51
TMUB2,95
TMX1,205
TMX2,54
TMX2-CTNND1,7
TMX3,2586
TMX4,58
TNC,1175
TNF,3936
TNFAIP1,64
TNFAIP2,545
TNFAIP3,479
TNFAIP6,392
TNFAIP8,682
TNFAIP8L1,58
TNFAIP8L2,156
TNFAIP8L3,23
TNFRSF10A,807
TNFRSF10B,702
TNFRSF10C,892
TNFRSF10D,180
TNFRSF11A,950
TNFRSF11B,578
TNFRSF12A,173
TNFRSF13B,389
TNFRSF13C,447
TNFRSF14,300
TNFRSF17,399
TNFRSF18,258
TNFRSF19,210
TNFRSF1A,1264
TNFRSF1B,813
TNFRSF21,217
TNFRSF25,770
TNFRSF4,424
TNFRSF6B,113
TNFRSF8,541
TNFRSF9,648
TNFSF10,1269
TNFSF11,977
TNFSF12-TNFSF13,20
TNFSF13,179
TNFSF13B,1064
TNFSF14,526
TNFSF15,292
TNFSF18,95
TNFSF4,414
TNFSF8,192
TNFSF9,225
TNIK,126
TNIP1,566
TNIP2,126
TNIP3,277
TNK2,180
TNKS,2327
TNKS1BP1,94
TNKS2,2188
TNMD,151
TNN,739
TNNC1,2088
TNNC2,2069
TNNI1,315
TNNI2,302
TNNI3,622
TNNT1,1672
TNNT2,603
TNNT3,432
TNP1,777
TNP2,496
TNPO1,899
TNPO2,337
TNPO3,349
TNR,809
TNRC18,84
TNRC6A,761
TNRC6B,944
TNRC6C,794
TNS1,2054
TNS2,404
TNS3,1196
TNS4,32
TNXB,353
TOB1,530
TOB2,53
TOE1,115
TOGARAM1,139
TOGARAM2,52
TOLLIP,175
TOM1,412
TOM1L1,344
TOM1L2,347
TOMM20,742
TOMM20L,318
TOMM22,375
TOMM34,1945
TOMM40,776
TOMM40L,496
TOMM5,117
TOMM6,185
TOMM7,294
TOMM70,429
TONSL,2119
TOP1,1278
TOP1MT,358
TOP2A,3978
TOP2B,3790
TOP3A,951
TOP3B,845
TOPAZ1,717
TOPBP1,852
TOPORS,843
TOR1A,348
TOR1AIP1,99
TOR1AIP2,103
TOR1B,170
TOR2A,41
TOR3A,182
TOR4A,117
TOX,1258
TOX2,1011
TOX3,1094
TP53,5281
TP53AIP1,230
TP53BP1,1048
TP53BP2,193
TP53I11,25
TP53I13,18
TP53I3,412
TP53INP1,239
TP53INP2,158
TP53RK,273
TP53TG3,410
TP53TG3B,247
TP53TG3C,17
TP53TG5,177
TP63,1132
TP73,384
TPBG,2020
TPCN1,113
TPCN2,53
TPD52,116
TPD52L1,98
TPD52L2,92
TPD52L3,724
TPGS1,59
TPGS2,71
TPH1,577
TPH2,193
TPI1,1687
TPK1,362
TPM1,911
TPM2,817
TPM3,777
TPM4,677
TPMT,149
TPO,536
TPP1,197
TPP2,1159
TPPP,222
TPPP2,715
TPPP3,109
TPR,1313
TPRA1,56
TPRG1,45
TPRG1L,37
TPRKB,174
TPRN,56
TPRX1,65
TPSAB1,232
TPSD1,206
TPSG1,478
TPST1,67
TPST2,130
TPT1,864
TPX2,537
TRA2A,162
TRA2B,306
TRABD,33
TRABD2A,243
TRADD,425
TRAF1,449
TRAF2,408
TRAF3,579
TRAF3IP1,241
TRAF3IP2,282
TRAF3IP3,313
TRAF4,295
TRAF5,235
TRAF6,1104
TRAF7,530
TRAFD1,120
TRAIP,451
TRAK1,88
TRAK2,194
TRAM1,230
TRAM1L1,88
TRAM2,65
TRANK1,387
TRAP1,1540
TRAPPC1,240
TRAPPC10,1108
TRAPPC11,1016
TRAPPC12,62
TRAPPC13,113
TRAPPC2,649
TRAPPC2B,414
TRAPPC2L,179
TRAPPC3,294
TRAPPC3L,167
TRAPPC4,271
TRAPPC5,179
TRAPPC6A,166
TRAPPC6B,239
TRAPPC8,1376
TRAPPC9,481
TRARG1,171
TRAT1,733
TRDMT1,599
TREH,534
TREM1,181
TREM2,231
TREML1,40
TREML2,46
TREML4,103
TRERF1,294
TREX2,89
TRH,653
TRHDE,486
TRHR,273
TRIAP1,193
TRIB1,2842
TRIB2,2745
TRIB3,2844
TRIM10,332
TRIM11,462
TRIM14,108
TRIM15,312
TRIM16,35
TRIM16L,46
TRIM17,501
TRIM2,76
TRIM21,821
TRIM22,319
TRIM23,1074
TRIM24,1615
TRIM25,337
TRIM26,279
TRIM27,221
TRIM28,756
TRIM29,164
TRIM3,156
TRIM31,493
TRIM32,466
TRIM33,1007
TRIM34,245
TRIM35,89
TRIM36,1024
TRIM37,1120
TRIM39,292
TRIM4,533
TRIM40,220
TRIM41,454
TRIM42,529
TRIM43,208
TRIM44,59
TRIM45,114
TRIM46,93
TRIM47,51
TRIM48,201
TRIM49,206
TRIM49B,160
TRIM49C,176
TRIM5,216
TRIM50,293
TRIM51,212
TRIM54,117
TRIM55,104
TRIM56,84
TRIM58,253
TRIM59,68
TRIM6,79
TRIM6-TRIM34,191
TRIM60,214
TRIM61,195
TRIM62,70
TRIM63,552
TRIM64B,186
TRIM65,54
TRIM66,176
TRIM67,516
TRIM68,244
TRIM69,384
TRIM7,188
TRIM71,367
TRIM72,300
TRIM73,165
TRIM74,189
TRIM8,138
TRIM9,432
TRIML1,801
TRIML2,169
TRIO,829
TRIOBP,71
TRIP10,416
TRIP11,299
TRIP12,2242
TRIP13,1666
TRIP4,241
TRIP6,289
TRIQK,17
TRIR,83
TRIT1,863
TRMO,742
TRMT1,551
TRMT10A,292
TRMT10B,517
TRMT10C,403
TRMT11,455
TRMT112,454
TRMT12,228
TRMT13,436
TRMT1L,545
TRMT2A,561
TRMT2B,784
TRMT44,113
TRMT5,232
TRMT6,538
TRMT61A,498
TRMT61B,529
TRMT9B,528
TRMU,452
TRNAU1AP,1197
TRNP1,60
TRNT1,956
TRO,1013
TROAP,256
TROVE2,442
TRPA1,1965
TRPC1,355
TRPC3,367
TRPC4AP,90
TRPC5,334
TRPC6,378
TRPC7,148
TRPM1,189
TRPM2,182
TRPM3,146
TRPM4,203
TRPM5,199
TRPM6,436
TRPM7,613
TRPM8,171
TRPS1,988
TRPT1,15
TRPV1,1134
TRPV2,426
TRPV3,112
TRPV4,787
TRPV5,238
TRPV6,241
TRRAP,2748
TRUB1,977
TRUB2,108
TSACC,722
TSC1,874
TSC2,927
TSC22D1,73
TSC22D2,34
TSC22D3,138
TSC22D4,80
TSEN15,26
TSEN2,200
TSEN34,167
TSEN54,74
TSFM,805
TSG101,542
TSGA10,378
TSGA13,707
TSHB,282
TSHR,510
TSHZ1,263
TSHZ2,118
TSHZ3,74
TSKS,697
TSKU,2081
TSLP,354
TSN,369
TSNARE1,383
TSNAX,261
TSNAXIP1,605
TSPAN1,95
TSPAN11,40
TSPAN12,47
TSPAN13,54
TSPAN14,58
TSPAN15,46
TSPAN16,725
TSPAN17,60
TSPAN18,49
TSPAN19,46
TSPAN2,36
TSPAN3,61
TSPAN31,80
TSPAN32,101
TSPAN4,189
TSPAN5,116
TSPAN6,60
TSPAN7,133
TSPAN8,270
TSPAN9,31
TSPEAR,96
TSPO,738
TSPO2,195
TSPOAP1,83
TSPY1,821
TSPY10,1172
TSPY2,1006
TSPY3,961
TSPY4,885
TSPYL1,638
TSPYL2,565
TSPYL4,535
TSPYL5,571
TSPYL6,1188
TSR1,715
TSR2,516
TSR3,148
TSSC4,137
TSSK1B,3343
TSSK2,3366
TSSK3,2728
TSSK4,2998
TST,1119
TSTA3,595
TSTD1,225
TSTD2,29
TTBK1,726
TTBK2,974
TTC1,173
TTC12,504
TTC13,2497
TTC14,890
TTC16,2031
TTC17,635
TTC19,2057
TTC21A,516
TTC21B,651
TTC22,11
TTC23,22
TTC23L,677
TTC24,1903
TTC26,172
TTC27,440
TTC28,2285
TTC29,686
TTC3,143
TTC30A,121
TTC30B,212
TTC31,483
TTC32,1898
TTC33,183
TTC34,24
TTC36,135
TTC37,1284
TTC38,21
TTC39A,36
TTC39B,425
TTC39C,90
TTC4,2050
TTC5,43
TTC6,1879
TTC7A,558
TTC7B,102
TTC8,260
TTC9,20
TTC9B,32
TTC9C,74
TTF1,1523
TTF2,436
TTI1,184
TTI2,53
TTK,1024
TTL,682
TTLL1,212
TTLL10,277
TTLL11,138
TTLL12,176
TTLL2,757
TTLL3,195
TTLL4,53
TTLL5,318
TTLL6,238
TTLL7,120
TTLL8,825
TTLL9,258
TTN,789
TTPA,493
TTPAL,312
TTR,1787
TTYH1,37
TTYH2,77
TTYH3,81
TUB,391
TUBA1A,1724
TUBA1B,1786
TUBA1C,1652
TUBA3C,1967
TUBA3D,1522
TUBA3E,1325
TUBA4A,1622
TUBA8,1317
TUBAL3,1314
TUBB,1775
TUBB1,1649
TUBB2A,1641
TUBB2B,1397
TUBB3,1564
TUBB4A,1815
TUBB4B,1612
TUBB6,1398
TUBD1,1355
TUBE1,1509
TUBG1,1670
TUBG2,1368
TUBGCP2,426
TUBGCP3,607
TUBGCP4,150
TUBGCP6,507
TUFM,1305
TUFT1,43
TULP1,224
TULP2,599
TULP3,172
TULP4,415
TUSC1,80
TUSC2,52
TUT1,354
TUT4,1028
TUT7,1017
TVP23A,79
TVP23B,194
TVP23C,119
TVP23C-CDRT4,81
TWF1,160
TWF2,139
TWIST1,1549
TWIST2,452
TWISTNB,596
TWNK,350
TWSG1,183
TXK,3310
TXLNA,119
TXLNB,93
TXLNG,262
TXN,3151
TXN2,2083
TXNDC11,2138
TXNDC12,112
TXNDC15,73
TXNDC16,1920
TXNDC17,100
TXNDC2,2608
TXNDC5,2015
TXNDC8,2598
TXNDC9,2354
TXNL1,401
TXNL4A,483
TXNL4B,334
TXNRD1,1303
TXNRD2,1208
TXNRD3,1103
TXNRD3NB,2
TYK2,3144
TYMP,520
TYMS,1537
TYR,1199
TYRO3,3951
TYROBP,630
TYRP1,630
TYSND1,880
TYW1,1118
TYW3,126
TYW5,186
U2AF1,545
U2AF1L4,272
U2AF2,786
UACA,1835
UAP1,339
UAP1L1,300
UBA1,1400
UBA2,988
UBA3,1474
UBA5,831
UBA52,4099
UBA6,1073
UBA7,1002
UBAC1,327
UBAC2,89
UBALD1,39
UBALD2,28
UBAP1L,2
UBAP2,198
UBAP2L,107
UBASH3A,139
UBASH3B,126
UBB,3438
UBC,3747
UBD,2396
UBE2A,1354
UBE2B,1425
UBE2C,771
UBE2D1,1758
UBE2D2,1461
UBE2D3,1586
UBE2D4,1040
UBE2E1,1147
UBE2E2,1088
UBE2E3,1135
UBE2F,368
UBE2F-SCLY,185
UBE2G1,1254
UBE2G2,419
UBE2H,628
UBE2I,1660
UBE2J1,1120
UBE2J2,399
UBE2K,2574
UBE2L3,1247
UBE2L6,1051
UBE2M,523
UBE2N,1720
UBE2O,441
UBE2Q1,299
UBE2Q2,358
UBE2Q2L,51
UBE2QL1,88
UBE2R2,1268
UBE2S,1683
UBE2T,1181
UBE2U,1770
UBE2V1,1038
UBE2V2,853
UBE2W,1358
UBE2Z,855
UBE3A,1906
UBE3B,1605
UBE3C,1416
UBE3D,330
UBE4A,1064
UBE4B,759
UBFD1,487
UBIAD1,115
UBL3,37
UBL4A,2495
UBL4B,2868
UBL5,369
UBL7,111
UBLCP1,635
UBN1,275
UBN2,363
UBOX5,668
UBP1,181
UBQLN1,2131
UBQLN2,1895
UBQLN3,683
UBQLN4,1651
UBQLNL,2071
UBR1,1557
UBR2,1534
UBR3,805
UBR4,504
UBR5,1662
UBR7,186
UBTD1,15
UBTD2,21
UBTF,1363
UBXN1,222
UBXN10,56
UBXN11,915
UBXN2A,177
UBXN2B,560
UBXN4,136
UBXN6,192
UBXN7,1227
UCHL1,635
UCHL3,509
UCHL5,1062
UCK1,385
UCK2,502
UCKL1,2363
UCMA,38
UCN,250
UCN2,181
UCN3,79
UCP1,601
UCP2,637
UCP3,449
UEVLD,1423
UFC1,171
UFD1,591
UFL1,436
UFM1,195
UFSP1,31
UFSP2,74
UGCG,679
UGDH,419
UGGT1,1032
UGGT2,239
UGP2,484
UGT1A1,547
UGT1A10,257
UGT1A3,300
UGT1A4,369
UGT1A5,235
UGT1A6,365
UGT1A7,301
UGT1A8,237
UGT1A9,342
UGT2A3,255
UGT2B10,307
UGT2B11,219
UGT2B15,275
UGT2B17,301
UGT2B28,169
UGT2B4,403
UGT2B7,392
UGT3A1,235
UGT3A2,187
UGT8,306
UHMK1,1619
UHRF1BP1,183
UHRF1BP1L,308
UHRF2,680
UIMC1,402
ULBP1,121
ULBP2,124
ULBP3,111
ULK1,629
ULK2,358
ULK3,408
ULK4,980
UMOD,218
UMODL1,39
UMPS,3244
UNC119,135
UNC119B,70
UNC13A,315
UNC13B,322
UNC13C,183
UNC13D,146
UNC45A,259
UNC45B,270
UNC50,157
UNC5A,169
UNC5B,188
UNC5C,178
UNC5CL,50
UNC5D,191
UNC79,207
UNC80,69
UNC93A,72
UNC93B1,142
UNCX,429
UNG,1519
UNKL,344
UPB1,364
UPF1,1280
UPF2,868
UPF3A,411
UPF3B,671
UPK1A,79
UPK1B,60
UPK2,74
UPK3A,95
UPK3B,73
UPK3BL1,137
UPP1,260
UPRT,1219
UQCC1,141
UQCC2,235
UQCC3,63
UQCR10,362
UQCR11,241
UQCRB,305
UQCRC1,886
UQCRC2,1022
UQCRFS1,789
UQCRH,487
UQCRQ,427
URAD,24
URB1,216
URB2,37
URGCP,53
URM1,213
UROC1,155
UROD,1408
UROS,202
USB1,57
USE1,376
USF1,596
USF2,295
USF3,488
USH1C,286
USH2A,392
USHBP1,9
USP1,873
USP10,703
USP11,404
USP12,422
USP13,365
USP14,620
USP15,1077
USP16,455
USP17L10,589
USP17L11,298
USP17L12,298
USP17L15,298
USP17L17,311
USP17L18,298
USP17L19,298
USP17L2,372
USP17L20,298
USP17L21,298
USP17L22,298
USP17L23,287
USP17L24,335
USP17L25,334
USP17L26,334
USP17L27,335
USP17L28,335
USP17L29,335
USP17L30,335
USP17L5,306
USP18,581
USP19,286
USP2,444
USP20,275
USP21,395
USP22,378
USP24,1423
USP25,1418
USP26,338
USP28,816
USP29,333
USP3,1268
USP30,297
USP31,167
USP32,1024
USP33,908
USP34,1445
USP35,344
USP36,385
USP37,718
USP38,345
USP39,326
USP4,1267
USP40,639
USP41,496
USP42,397
USP43,737
USP44,401
USP45,331
USP46,336
USP47,1091
USP48,748
USP5,574
USP50,253
USP51,314
USP53,59
USP54,61
USP6,1550
USP6NL,691
USP7,1803
USP8,1067
USP9X,1333
USP9Y,536
USPL1,188
UST,818
UTF1,152
UTP11,665
UTP14A,776
UTP14C,629
UTP15,754
UTP18,829
UTP20,380
UTP23,953
UTP25,1147
UTP3,533
UTP4,611
UTP6,816
UTRN,2039
UTS2,512
UTS2B,187
UTS2R,353
UTY,2434
UVRAG,396
UVSSA,218
UXS1,667
UXT,372
VAC14,279
VAMP1,559
VAMP2,970
VAMP3,921
VAMP4,607
VAMP5,420
VAMP7,1061
VAMP8,684
VANGL1,265
VANGL2,539
VAPA,645
VAPB,481
VARS,1269
VARS2,817
VASH1,58
VASH2,28
VASN,2046
VASP,672
VAT1,501
VAT1L,377
VAV1,1061
